user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
20110700_S2D_21	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.88	0.91	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.88	0.91	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 87.18, 0.77; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 84.6, 0.71; GCA_002067565.1, s__Methanobacterium_A sp002067565, 95.0, 77.75, 0.19; GCA_002494495.1, s__Methanobacterium_A sp002494495, 95.0, 77.56, 0.13; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.44, 0.19; GCA_011620845.1, s__Methanobacterium_A sp011620845, 95.0, 77.32, 0.13; GCA_002067325.1, s__Methanobacterium_A sp002067325, 95.0, 77.21, 0.11; GCA_002495625.1, s__Methanobacterium_A sp002495625, 95.0, 77.03, 0.11; GCA_018263005.1, s__Methanobacterium_A sp018263005, 95.0, 76.8, 0.15; GCA_002502855.1, s__Methanobacterium_A sp002502855, 95.0, 76.62, 0.12	99.04	11	N/A	N/A
20110700_S2D_7	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.58	0.98	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.58	0.98	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 97.67, 0.64; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 90.04, 0.89; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.51, 0.89; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.61, 0.62; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.01, 0.33	97.71	11	N/A	N/A
20110700_S2M_10	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.83	0.94	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.83	0.94	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.63, 0.58; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.26, 0.79; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.88, 0.81; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.37, 0.56; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.94, 0.31	97.71	11	N/A	N/A
20110700_S3M_3	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.93	0.96	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.93	0.96	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003135575.1, s__BOG-1369 sp003135575, 95.0, 77.27, 0.11	87.71	11	N/A	N/A
20110800_E1M_1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	GCA_003154335.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	99.25	0.9	GCA_003154335.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	99.25	0.9	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 79.23, 0.38; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 79.02, 0.43; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 78.59, 0.43; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 77.81, 0.2; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.71, 0.27; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 77.55, 0.15; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 77.55, 0.17; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 77.49, 0.14; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 77.33, 0.1; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 77.31, 0.1; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.12, 0.11; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.09, 0.1; GCF_000327485.1, s__Methanoregula formicica, 95.0, 77.02, 0.13; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 77.01, 0.17; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 76.99, 0.09; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 76.85, 0.1; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 76.72, 0.09; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 76.69, 0.08; GCF_000017625.1, s__Methanoregula boonei, 95.0, 76.63, 0.11; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 76.35, 0.09	65.63	11	N/A	N/A
20110800_E1M_2	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.36	0.84	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.36	0.84	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 82.45, 0.59; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 81.08, 0.48; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 79.97, 0.54; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.47, 0.38; GCF_000327485.1, s__Methanoregula formicica, 95.0, 79.07, 0.38; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.95, 0.27; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 78.79, 0.28; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.75, 0.26; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 78.73, 0.28; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.51, 0.33; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.36, 0.29; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 78.15, 0.33; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.13, 0.24; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 78.04, 0.19; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.82, 0.26; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.71, 0.26; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.65, 0.21; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.55, 0.22; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 77.51, 0.27; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.17, 0.2	87.72	11	N/A	N/A
20110800_E1M_4	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.88	0.92	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.88	0.92	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.24, 0.81; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.9, 0.81; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.26, 0.55; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.49, 0.59; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.16, 0.34	97.85	11	N/A	N/A
20110800_E1S_1	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.72	0.93	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.72	0.93	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.36, 0.84; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.88, 0.84; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.52, 0.58; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.67, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.31, 0.34	97.54	11	N/A	N/A
20110800_E1S_4	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	N/A	N/A	N/A	N/A	N/A	GCA_903871465.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp903871465	94.3	0.94	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011391755.1, s__Methanothrix sp011391755, 95.0, 80.28, 0.31; GCA_016927055.1, s__Methanothrix sp016927055, 95.0, 80.24, 0.56; GCA_011620785.1, s__Methanothrix sp011620785, 95.0, 79.56, 0.45; GCF_000204415.1, s__Methanothrix soehngenii, 95.0, 79.32, 0.47; GCA_002067705.1, s__Methanothrix sp002067705, 95.0, 79.25, 0.45; GCA_002256595.1, s__Methanothrix sp002256595, 95.0, 79.17, 0.33; GCA_902385025.1, s__Methanothrix sp902385025, 95.0, 79.06, 0.37; GCA_016706325.1, s__Methanothrix sp016706325, 95.0, 78.77, 0.43; GCA_003857025.1, s__Methanothrix sp003857025, 95.0, 78.69, 0.47; GCA_002067755.1, s__Methanothrix sp002067755, 95.0, 78.52, 0.36; GCA_018052825.1, s__Methanothrix sp018052825, 95.0, 78.29, 0.35; GCA_002067365.1, s__Methanothrix sp002067365, 95.0, 78.1, 0.29; GCA_012798025.1, s__Methanothrix sp012798025, 95.0, 78.1, 0.28; GCA_017994055.1, s__Methanothrix sp017994055, 95.0, 77.95, 0.31; GCA_002505805.1, s__Methanothrix sp002505805, 95.0, 77.33, 0.26	88.9	11	0.9856935318689738	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
20110800_E1S_5	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	GCA_003154335.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	99.24	0.85	GCA_003154335.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	99.24	0.85	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 79.11, 0.39; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 78.97, 0.41; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 78.88, 0.39; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.1, 0.17; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.87, 0.29; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 77.86, 0.15; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 77.81, 0.15; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 77.64, 0.2; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.59, 0.11; GCF_000327485.1, s__Methanoregula formicica, 95.0, 77.59, 0.13; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 77.5, 0.1; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 77.42, 0.13; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 77.37, 0.18; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 77.26, 0.1; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 77.21, 0.1; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 77.21, 0.14; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 77.13, 0.1; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.0, 0.14; GCF_000017625.1, s__Methanoregula boonei, 95.0, 76.97, 0.12; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 76.9, 0.11	87.4	11	N/A	N/A
20110800_E1S_6	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.02	0.89	GCA_003157895.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.02	0.89	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 81.71, 0.58; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 80.94, 0.42; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 79.51, 0.54; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.21, 0.38; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.84, 0.22; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 78.8, 0.27; GCF_000327485.1, s__Methanoregula formicica, 95.0, 78.62, 0.32; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.49, 0.25; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 78.43, 0.28; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.23, 0.26; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.09, 0.31; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 77.99, 0.25; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.88, 0.25; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 77.82, 0.3; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.76, 0.23; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.61, 0.21; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.57, 0.19; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.42, 0.18; GCA_015660885.1, s__Methanoregula sp015660885, 95.0, 77.28, 0.24; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.03, 0.17	63.98	11	N/A	N/A
20110800_E2D_12	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__	N/A	N/A	N/A	N/A	N/A	GCA_017883585.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__UBA8941 sp017883585	91.69	0.81	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016930055.1, s__UBA8941 sp016930055, 95.0, 81.16, 0.02; GCA_013329615.1, s__UBA8941 sp8941u, 95.0, 80.28, 0.48; GCA_001774245.1, s__UBA8941 sp001774245, 95.0, 78.25, 0.35; GCA_016867505.1, s__UBA8941 sp016867505, 95.0, 78.17, 0.01	68.52	11	0.9950325329722771	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
20110800_E2D_16	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__FEN-33;s__FEN-33 sp003135935	GCA_003135935.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__FEN-33;s__FEN-33 sp003135935	99.63	0.91	GCA_003135935.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__FEN-33;s__FEN-33 sp003135935	99.63	0.91	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__FEN-33;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003153895.1, s__FEN-33 sp003153895, 95.0, 84.35, 0.76; GCA_016919565.1, s__FEN-33 sp016919565, 95.0, 81.26, 0.53	74.92	11	N/A	N/A
20110800_E2D_21	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	99.67	0.85	GCA_003170935.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003170935	99.67	0.85	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 81.83, 0.74; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 79.06, 0.4; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 79.01, 0.34; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 78.56, 0.41; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 78.25, 0.23	97.5	11	N/A	N/A
20110800_E2M_11	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.73	0.96	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.73	0.96	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.03, 0.86; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.72, 0.85; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 87.97, 0.6; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.05, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.86, 0.33	85.38	11	N/A	N/A
20110800_E2M_7	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Fen-7;s__Fen-7 sp003162615	GCA_003162615.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Fen-7;s__Fen-7 sp003162615	99.08	0.85	GCA_003162615.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Fen-7;s__Fen-7 sp003162615	99.08	0.85	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.48	11	N/A	N/A
20110800_E2M_9	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	N/A	N/A	N/A	N/A	N/A	GCA_903871465.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp903871465	93.48	0.94	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016927055.1, s__Methanothrix sp016927055, 95.0, 80.0, 0.58; GCA_011391755.1, s__Methanothrix sp011391755, 95.0, 80.0, 0.33; GCA_011620785.1, s__Methanothrix sp011620785, 95.0, 79.29, 0.45; GCA_002067705.1, s__Methanothrix sp002067705, 95.0, 79.24, 0.47; GCA_902385025.1, s__Methanothrix sp902385025, 95.0, 79.04, 0.38; GCF_000204415.1, s__Methanothrix soehngenii, 95.0, 79.03, 0.46; GCA_002256595.1, s__Methanothrix sp002256595, 95.0, 78.85, 0.34; GCA_003857025.1, s__Methanothrix sp003857025, 95.0, 78.82, 0.46; GCA_016706325.1, s__Methanothrix sp016706325, 95.0, 78.77, 0.43; GCA_018052825.1, s__Methanothrix sp018052825, 95.0, 78.64, 0.37; GCA_002067755.1, s__Methanothrix sp002067755, 95.0, 78.15, 0.36; GCA_017994055.1, s__Methanothrix sp017994055, 95.0, 78.1, 0.31; GCA_002067365.1, s__Methanothrix sp002067365, 95.0, 78.01, 0.32; GCA_012798025.1, s__Methanothrix sp012798025, 95.0, 77.7, 0.28; GCA_002505805.1, s__Methanothrix sp002505805, 95.0, 77.01, 0.26	79.93	11	0.9876069650361019	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
20110800_E2S_11	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	63.21	11	0.7786735563418782	N/A
20110800_E2S_7	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.41	0.95	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.41	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.68, 0.9; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 89.49, 0.88; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.6, 0.67; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.08, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.96, 0.35	84.53	11	N/A	N/A
