genome	taxonomy	completeness	contamination	subpathway	habitat
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.116_93.98_2.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__	93.98	2.97	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,phosphorous_redox-anabolic_phosphate_reduction,phosphorous_redox-assimilatory_phosphonate_oxidation,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.196_83.72_2.78	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__;s__	83.72	2.78	"CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,fructose_degradation-all,glycerol_degradation-glycerol,sulfur_redox-dissimilatory_sulfur_oxidation"	Palsa
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.239_79.17_2.28	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__	79.17	2.28	"CAZy-Chitin,CAZy-Starch,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,reductive_glycine-serine_pathway"	Palsa
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.241_91.03_4.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__	91.03	4.38	"CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Palsa
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.30_89.06_2.80	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	89.06	2.8	"CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,nitrogen_redox-assimilatory_nitrate_reduction,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Palsa
Palsa.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.54_83.78_8.12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__;s__	83.78	8.12	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,ethanol_fermentation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Palsa
Palsa.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.23_95.38_0.50	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-513;s__	95.38	0.5	"CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,Calvin_Benson-all,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Palsa
Palsa.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.58_71.79_7.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	71.79	7.57	"CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,Calvin_Benson-all,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-anabolic_phosphate_reduction,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Palsa
PMOU01	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__Palsa-504 sp003161205	73.57	1.34	"CAZy-Alpha_mannan,CAZy-Beta_mannan,CAZy-Mixed_Linkage_glucans,CAZy-Starch,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
PMST01	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__Palsa-504 sp003168295	86.2	4.5	"CAZy-Alpha_mannan,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
PMSU01	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__PALSA-505;s__PALSA-505 sp003168255	98.93	1.65	"CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,acetogenesis-simple,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all,xylose_degradation-isomerase_pathway"	Palsa
PMSV01	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__UBA8621 sp003168265	98.77	0.49	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Palsa
PMUP01	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__Palsa-89 sp003166865	98.21	2.61	"CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,flagella_assembly-all,fructose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Palsa
20100900_E1D_10	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162255	94.66	1.88	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110600_S1D_11	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp003134375	97.64	4.05	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110600_S1D_15	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003165005	85.42	0	"CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,xylose_degradation-isomerase_pathway"	Bog
20110600_S1D_17	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003162875	94.73	0	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all"	Bog
20110600_S1M_11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	82.18	2.64	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,propionate_fermentation-succinate_pathway,sucrose_degradation-all"	Bog
20110600_S3M_2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Fen-178;s__	85.04	2.63	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110700_P2D_11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003167305	85.89	0.86	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway"	Bog
20110700_S2D_14	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__;s__	87.6	5.63	"CAZy-Alpha_galactans,CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,Wood_Ljungdahl-acetogen,acetogenesis-simple,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110700_S2D_21	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	100	0	"Wood_Ljungdahl-methanogen,hydrogenotrophic_methanogenesis-all,methylotrophic_methanogenesis-h2_indep"	Bog
20110700_S2D_6	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__Palsa-1439;g__Palsa-1439;s__Palsa-1439 sp003164675	95.27	3.07	"CAZy-Polyphenolics,CAZy-Starch,galactose_degradation-all,lactate_fermentation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110700_S3M_11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003139795	96.67	1.72	"CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Sulf_Polysachharides,CAZy-Xylans,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all"	Bog
20110700_S3M_12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__	85.56	1.71	"CAZy-Chitin,HPHB_DCHB-DCHB,butanoate_fermentation-acetyl_coa_pathway,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,phosphorous_redox-phosphite_oxidation,propionate_fermentation-acrylate_pathway,propionate_fermentation-succinate_pathway,sulfur_redox-dissimilatory_sulfate_reduction"	Bog
20110700_S3M_18	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__Bog-532 sp003164955	98.59	3.21	"CAZy-Alpha_mannan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,acetogenesis-simple,butanoate_fermentation-acetyl_coa_pathway,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-assimilatory_nitrate_reduction,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all,xylose_degradation-isomerase_pathway"	Bog
20110800_E3D_9	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003170375	90.93	2.14	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Starch,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110800_S1D_14	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-159;s__Bog-159 sp003166475	92.88	1.75	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,butanoate_fermentation-acetyl_coa_pathway,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all"	Bog
20110800_S1D_5	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003166375	90.9	2.14	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Starch,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110800_S1M_17	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003138855	99.15	2.14	"CAZy-Arabinan,CAZy-Chitin,CAZy-Starch,Calvin_Benson-all,butanoate_fermentation-acetyl_coa_pathway,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation"	Bog
20110800_S1M_32	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	95.16	1.5	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Chitin,CAZy-Starch,CAZy-Xylans,butanoate_fermentation-acetyl_coa_pathway,galactose_degradation-all,glycerol_degradation-glycerol,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Bog
20110800_S1M_8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003138975	98.93	0.85	"CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,Calvin_Benson-all,chemotaxis-all,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all"	Bog
20110800_S2M_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003138365	97.97	0	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway"	Bog
20110800_S2M_9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003164785	95.61	4.51	"CAZy-Chitin,CAZy-Polyphenolics,CAZy-Starch,Calvin_Benson-all,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,urea_degradation-all"	Bog
20110800_S3D_14	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__;s__	88.2	6.22	"CAZy-Alpha_mannan,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway"	Bog
20110800_S3D_19	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003139095	99.73	0.85	"CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-dissimilatory_sulfate_reduction"	Bog
20110800_S3D_28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-224;s__BOG-224 sp003139735	89.23	0.88	"CAZy-Alpha_mannan,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction"	Bog
20110800_S3D_3	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-513;s__Palsa-513 sp003138355	96.15	0	"CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,galactose_degradation-all,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Bog
20111000_S2M_4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003134045	84.58	4	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Starch,Calvin_Benson-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway"	Bog
20120500_P26_8	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__UBA8260;s__UBA8260 sp003153215	95.58	0	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Starch,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction"	Bog
20120500_P28_11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003132145	95.09	0.85	"CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway"	Bog
20120500_P32_6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__Palsa-343 sp003131625	95.73	0.85	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway"	Bog
20120600_E1D_41	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__Fen-671 sp003158835	76.92	0.43	"CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Starch,CAZy-Xylans,flagella_assembly-all,galacturonic_acid_degradation-all,lactate_fermentation-all,xylose_degradation-isomerase_pathway"	Bog
20120600_S1D_1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003156495	88.42	0.92	"CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Pectin,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,acetogenesis-simple,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all"	Bog
20120600_S1D_7	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003159355	94.71	0.11	"CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway"	Bog
